pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,orbital_period_days,semi_major_axis_au,planet_radius_re,pl_radj,planet_mass_me,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,planet_eq_temp_k,ttv_flag,st_refname,st_spectype,star_temp_k,st_rad,st_mass,star_metallicity,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,system_distance_pc,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
Kepler-899 b,Kepler-899,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,19.1789858965,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5652.0,1.10257,1.0,,,4.35326,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m55.81s,297.4825612,+40d40m50.67s,40.6807412,1246.43,15.713,13.615,15.382,2019-04-16,2019-03,2019-04-18
Kepler-1375 b,Kepler-1375,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,3.3004521067,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6535.29,2.01081,1.35,0.1984,[M/H],3.96166,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m10.44s,296.2935173,+43d24m11.59s,43.4032189,1430.84,13.864,12.362,13.7103,2019-04-16,2019-03,2019-04-18
Kepler-1302 b,Kepler-1302,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,8.8391108745,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5071.0,0.756648,0.85,,,4.6097,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h23m57.42s,290.9892462,+50d18m29.03s,50.308064,634.58,15.172,13.151,15.0387,2019-04-16,2019-03,2019-04-18
Kepler-1376 b,Kepler-1376,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,5.3087864833,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5528.0,1.0051,0.97,,,4.42042,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m50.02s,286.9584368,+42d32m29.07s,42.541409,868.056,14.792,13.072,14.6721,2019-04-16,2019-03,2019-04-18
Kepler-1064 b,Kepler-1064,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,16.5407747817,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5079.48,,,-0.0292,[M/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m57.98s,291.7415821,+37d41m19.72s,37.6888103,,13.958,11.817,13.7409,2019-04-16,2019-03,2019-04-18
Kepler-1010 b,Kepler-1010,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,34.2687317259,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5123.0,0.790287,0.86,,,4.577,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m46.22s,289.1926026,+44d08m57.54s,44.1493165,579.273,14.964,12.771,14.6875,2019-04-16,2019-03,2019-04-18
Kepler-1301 b,Kepler-1301,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,9.0823783762,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5112.0,0.855814,0.86,,,4.50781,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m25.00s,286.6041816,+42d26m25.19s,42.4403309,854.28,15.656,13.469,15.3734,2019-04-16,2019-03,2019-04-18
Kepler-397 c,Kepler-397,0,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,135.497801891,,,,,,,,,,1.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m34.57s,295.8940373,+42d22m49.86s,42.3805156,,16.357,13.9,,2019-04-16,2019-03,2019-04-18
Kepler-1384 b,Kepler-1384,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,15.3626250974,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m51.63s,296.2151275,+39d31m37.29s,39.5270248,,15.7578,13.074,15.446,2019-04-16,2019-03,2019-04-18
Kepler-1381 b,Kepler-1381,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,25.3840333825,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5672.0,0.904984,1.01,,,4.52911,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m08.59s,287.5357911,+48d43m40.02s,48.727783,1197.04,15.579,14.022,15.4776,2019-04-16,2019-03,2019-04-18
Kepler-894 b,Kepler-894,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,9.8032523396,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5774.14,0.867261,1.03,-0.581,[M/H],4.5746,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m56.17s,288.7340513,+46d56m21.71s,46.939363,1162.91,15.686,13.84,15.4056,2019-04-16,2019-03,2019-04-18
Kepler-1380 b,Kepler-1380,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,10.3105414121,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5324.0,2.02521,0.92,,,3.78891,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h12m27.85s,288.1160421,+42d26m25.38s,42.4403832,2462.94,15.816,13.883,15.6136,2019-04-16,2019-03,2019-04-18
Kepler-893 b,Kepler-893,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,6.3385535442,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5665.0,1.11194,1.01,,,4.35023,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h59m51.13s,284.9630591,+43d54m46.90s,43.9130282,1285.59,15.347,13.744,15.1735,2019-04-16,2019-03,2019-04-18
Kepler-892 b,Kepler-892,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,13.7520639192,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4641.0,0.663693,0.74,,,4.66336,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m31.11s,283.1296399,+43d53m17.15s,43.8880983,570.727,15.967,13.335,15.5902,2019-04-16,2019-03,2019-04-18
Kepler-399 b,Kepler-399,0,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,14.4252195862,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h58m00.41s,299.5017242,+40d40m14.76s,40.6707669,740.537,14.686,12.698,14.5277,2019-04-16,2019-03,2019-04-18
Kepler-890 b,Kepler-890,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,52.7587751485,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5773.0,1.4558,1.03,,,4.1247,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m44.57s,288.435718,+43d45m48.50s,43.7634712,1712.12,15.235,13.665,15.1361,2019-04-16,2019-03,2019-04-18
Kepler-399 d,Kepler-399,0,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,58.0337071072,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h58m00.41s,299.5017242,+40d40m14.76s,40.6707669,740.537,14.686,12.698,14.5277,2019-04-16,2019-03,2019-04-18
Kepler-891 b,Kepler-891,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,53.4494661924,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5758.0,1.97642,1.03,,,3.85915,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m20.10s,291.0837644,+40d21m18.81s,40.3552252,2340.58,15.386,13.85,15.273,2019-04-16,2019-03,2019-04-18
Kepler-1299 b,Kepler-1299,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,19.9397679265,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5427.0,1.00099,0.95,,,4.41493,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m36.03s,286.1501263,+37d24m40.84s,37.4113438,1404.94,15.962,14.191,15.9003,2019-04-16,2019-03,2019-04-18
Kepler-1007 b,Kepler-1007,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,5.1850359574,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4549.53,,,0.2278,[M/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m37.57s,295.9065297,+45d48m32.72s,45.8090893,,14.981,12.224,14.7347,2019-04-16,2019-03,2019-04-18
Kepler-1059 b,Kepler-1059,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,3.7641809673,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4855.0,0.776418,0.79,,,4.5555,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m52.85s,289.2202147,+41d42m23.18s,41.7064385,713.167,15.785,13.351,15.4894,2019-04-16,2019-03,2019-04-18
Kepler-1378 b,Kepler-1378,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,11.9539631137,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4262.0,0.648181,0.666,,,4.63815,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m29.62s,297.373403,+40d21m59.03s,40.3663986,506.434,16.5497,13.328,16.0538,2019-04-16,2019-03,2019-04-18
Kepler-477 b,Kepler-477,0,2,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,11.1199158048,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5122.63,0.687693,,-0.422,[M/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h12m16.19s,288.067445,+42d21m19.10s,42.355305,,13.835,11.729,,2019-04-16,2019-03,2019-04-18
Kepler-1057 b,Kepler-1057,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,14.088253292,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6014.0,0.915006,1.11,,,4.56054,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m48.51s,297.4521311,+41d33m29.09s,41.5580816,1201.82,15.825,13.924,15.6076,2019-04-16,2019-03,2019-04-18
Kepler-398 c,Kepler-398,0,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,11.4194342731,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4577.0,0.625149,0.723,0.0528,[M/H],4.70524,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m52.52s,291.4688524,+40d20m37.32s,40.3437001,177.355,13.499,10.794,13.2351,2019-04-16,2019-03,2019-04-18
Kepler-1006 b,Kepler-1006,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,19.7618597305,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m01.01s,295.7542063,+42d32m14.30s,42.5373065,,14.467,12.502,,2019-04-16,2019-03,2019-04-18
Kepler-1009 b,Kepler-1009,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,11.3500876664,,,,,,,,,,1.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3940.0,0.688629,0.655379,,,4.57859,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h51m26.37s,282.8598614,+42d39m57.00s,42.6658336,355.019,15.758,12.347,15.3014,2019-04-16,2019-03,2019-04-18
Kepler-1379 b,Kepler-1379,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,0.8818402972,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5201.9,0.773897,0.88,0.0222,[M/H],4.60518,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m40.91s,293.6704404,+41d24m36.76s,41.4102105,971.325,16.107,13.8,15.8526,2019-04-16,2019-03,2019-04-18
Kepler-476 b,Kepler-476,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,14.0064349153,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5884.49,,,0.262,[M/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m39.30s,295.1637592,+43d57m47.06s,43.9630716,813.535,14.018,12.297,13.8596,2019-04-16,2019-03,2019-04-18
Kepler-1058 b,Kepler-1058,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,110.96426331,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4517.79,,,-0.2454,[M/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m22.95s,294.5956256,+45d52m30.20s,45.8750556,491.997,15.869,13.005,15.5037,2019-04-16,2019-03,2019-04-18
Kepler-398 d,Kepler-398,0,1,3,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,6.8344464721,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4577.0,0.625149,0.723,0.0528,[M/H],4.70524,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m52.52s,291.4688524,+40d20m37.32s,40.3437001,177.355,13.499,10.794,13.2351,2019-04-16,2019-03,2019-04-18
Kepler-1060 b,Kepler-1060,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,46.8789559984,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5688.0,1.11854,1.01,,,4.34508,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m06.05s,286.0252285,+39d37m51.31s,39.6309204,946.565,14.827,12.964,14.6366,2019-04-16,2019-03,2019-04-18
Kepler-895 b,Kepler-895,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,2.8062308387,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4195.0,0.708507,0.66,,,4.55692,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m09.77s,289.2906978,+51d24m32.38s,51.4089936,540.134,16.21,13.387,15.9804,2019-04-16,2019-03,2019-04-18
Kepler-879 b,Kepler-879,0,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,33.3855886245,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5644.0,1.08687,1.0,,,4.36571,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m13.57s,295.8065515,+50d54m35.11s,50.9097521,802.672,14.429,12.681,14.2377,2019-04-16,2019-03,2019-04-18
Kepler-1392 b,Kepler-1392,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,15.140972095,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m04.08s,288.7669819,+46d23m40.02s,46.3944497,,15.963,13.939,15.6665,2019-04-16,2019-03,2019-04-18
Kepler-87 b,Kepler-87,0,1,2,Transit,2013,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,114.736403154,,,,,,,,,,1.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5692.09,1.49669,1.01,0.0562,[M/H],4.09213,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m40.04s,297.9168433,+46d57m54.41s,46.9651146,1232.9,14.681,12.981,14.5869,2019-04-16,2019-03,2019-04-18
